MileMarker,thresh_el,LAT,LON
408.0,38.03133609593846,32.041319,-91.073953
409.0,38.36412700838487,32.055563,-91.077572
410.0,38.62865311827817,32.069767,-91.081091
411.0,38.893179228171476,32.083684,-91.085746
412.0,39.166238438383914,32.096429,-91.093672
413.0,39.29423494317099,32.108981,-91.102914
414.0,39.31983424412841,32.122711,-91.108378
415.0,39.94275056742553,32.136178,-91.103949
416.0,40.09634637317003,32.139726,-91.088174
417.0,40.23287597827625,32.132585,-91.073018
418.0,40.497402088169544,32.124926,-91.059091
419.0,40.77046129838198,32.120115,-91.042976
420.0,41.034987408275285,32.121219,-91.026219
421.0,41.29951351816859,32.129705,-91.012594
422.0,41.572572728381026,32.142815,-91.005481
423.0,41.837098838274315,32.157143,-91.002789
424.0,42.11015804848676,32.171499,-91.00041
425.0,42.374684158380056,32.185883,-90.997341
426.0,42.75014057242216,32.199592,-90.991719
427.0,43.09146458518771,32.213344,-90.98614
428.0,43.51811960114464,32.227743,-90.984848
429.0,44.038638720612106,32.241641,-90.981837
430.0,44.832217050292,32.254303,-90.9733
431.0,45.52339817614224,32.266101,-90.963198
432.0,46.001251794014,32.276658,-90.951717
433.0,46.38524130837525,32.286017,-90.938616
434.0,46.649767418268546,32.295262,-90.925412
435.0,46.91429352816184,32.305354,-90.91277
436.0,47.022248078136606,32.317297,-90.903148
437.0,47.20834715714466,32.3313,-90.901117
438.0,47.49680072960713,32.34114,-90.913197
439.0,47.98996328897845,32.345289,-90.929577
440.0,48.371466400944946,32.3472,-90.946452
441.0,48.399381262796155,32.348696,-90.963235
442.0,48.65991997340742,32.349538,-90.980252
443.0,48.65991997340742,32.353003,-90.996762
444.0,48.94837354586989,32.364377,-91.006529
445.0,49.06003299327472,32.377943,-91.001057
446.0,49.24613207228276,32.391393,-90.994846
447.0,49.61833023029885,32.405679,-90.993977
448.0,50.03705315806696,32.418176,-91.002386
449.0,50.40925131608305,32.427169,-91.01572
450.0,50.73492470434714,32.432665,-91.031469
451.0,51.02337827680961,32.436057,-91.048009
452.0,51.28391698742087,32.441003,-91.064312
453.0,51.56306560593295,32.448098,-91.07878
454.0,51.572370559883346,32.456551,-91.092809
